review,bank,themes
the speed is too slow. need some improvements.,Dashen,"['Transaction Performance', 'Feature Requests']"
good app,Dashen,[]
fantastic app,Dashen,[]
i wish dark mode feature is add as an option but it's good app,Dashen,['Feature Requests']
"super up is the ultimate digital banking app, living up to its name with speed, efficiency, and innovation. designed for a seamless experience, it offers lightning-fast transactions, top-tier security, and effortless financial management. with super up, banking has never been this smooth, smart, and super!",Dashen,"['Account Access', 'Transaction Performance', 'User Interface']"
"the dashen super app is a game-changer in digital banking, offering a seamless and convenient experience. with its user-friendly interface, fast transactions, and a wide range of financial services, it simplifies banking for customers. features like bill payments, fund transfers, mobile top-ups, and loan applications make it an all-in-one solution. plus, its security measures ensure safe and reliable experiance effortless banking",Dashen,"['Account Access', 'Transaction Performance', 'User Interface', 'Customer Support', 'Feature Requests']"
"it has good feature. but, it is very slow! difficult to pay or receive. the speed should be improved, else i didn't recommend.",Dashen,"['Transaction Performance', 'Feature Requests']"
excellent app,Dashen,[]
no good,Dashen,[]
wow amazing app,Dashen,[]
best platform... please avoid otp,Dashen,[]
super smart app.,Dashen,[]
best,Dashen,[]
i don't know what happens but the application is not send verification pass code you should fix that,Dashen,['Transaction Performance']
this app doesn't work on my phone my phone is samsung galaxy s7 android version 9 all other financial apps work like telebirr cbe m_pesa...,Dashen,[]
"dashen super app is secure, very easy to use and has more services uniquely like budgeting, chat, ips...",Dashen,['Customer Support']
amazing and user friendly supper app and looking forward the additional features,Dashen,['Feature Requests']
it's amazing app i have seen ever,Dashen,[]
one star deducted for not to able to transfer to telebirr.,Dashen,['Transaction Performance']
keep up the good work and pleas add water and electric utility payment,Dashen,"['Transaction Performance', 'Feature Requests']"
the app missed some important features 1. it does't show recent transactions 2. transfer to telebirr limited to own telebirr 3. the statement does't show running balance,Dashen,"['Transaction Performance', 'Feature Requests']"
"simple, fast and easy",Dashen,['Transaction Performance']
baankii daashin baankii hudna galeessa galatoomaa isinii woliin jirra godina jimmaa magaalaa aggaaroo irraa muaz abamecha abamilki,Dashen,[]
it doesn't work,Dashen,[]
"#dashen super app; super easy to use, secure, and fast transaction. love it!",Dashen,['Transaction Performance']
"i tried the new dash bank super app today, and it's amazingly easy and fun.i recommend you download and use it. you really like it",Dashen,['Feature Requests']
gud app kegza ga mezmn endze new aind ermjh kedme nachu hlam,Dashen,['Feature Requests']
"good app, bad security",Dashen,['Account Access']
on transaction page only show sent transaction. try to include received transaction.,Dashen,"['Transaction Performance', 'Feature Requests']"
wonderful application,Dashen,[]
i loved it,Dashen,[]
i am so thankful for having this best app dashen one step ahead,Dashen,[]
not good this app,Dashen,[]
best app,Dashen,[]
excellent app ever but it needs improvement on speed and transaction lists,Dashen,"['Transaction Performance', 'Feature Requests']"
perfect,Dashen,[]
"it does not work functional ,",Dashen,['Feature Requests']
ok,Dashen,[]
all of dashen bank customers use the application it is good to use,Dashen,[]
gret experience,Dashen,[]
all good we need more,Dashen,[]
"dashen super app is easy to use, fast and robust",Dashen,['Transaction Performance']
it was amazing app.....thank you dashen bank....,Dashen,[]
dashen bank super app for easy life.,Dashen,[]
excellent ui/ux and beyond banking services,Dashen,"['User Interface', 'Customer Support']"
just wow,Dashen,[]
mobile banking to the next level,Dashen,[]
the first 3 star review is me,Dashen,['User Interface']
is not working,Dashen,[]
"fast, reliable and user friendly. amazing chatting features. keep it up! always one step ahead!",Dashen,"['Transaction Performance', 'Feature Requests']"
v good,Dashen,[]
"this app is literally the best thing ever the chat banking is so easy just text and it’s done super smooth, fast, and honestly a life saverif you haven’t downloaded it yet you’re missing out big time",Dashen,['Transaction Performance']
i only see white page,Dashen,[]
excellent banking app for all your needs! who needs a physical branch when you can use dashen bank super app instead! i've never had an issue with anything that dashen bank super app haven't handled swiftly and resolved to my satisfaction and above i don't often write reviews but this is an app/bank that i would highly recommended to everyone,Dashen,"['User Interface', 'Customer Support']"
amizing application,Dashen,[]
fastest and easy to use,Dashen,['Transaction Performance']
exellent app with exellent banking system and exellent bank ever,Dashen,[]
amazing app to use as usual! but why option of transferring to telebirr and m pesa which was available on amole app is omitted?? dasheen is my favourite keep it up.,Dashen,"['Transaction Performance', 'Feature Requests']"
needs some improvement,Dashen,['Feature Requests']
