review,rating,date,bank,vader_score,vader_sentiment
"i had a disappointing experience with dashen bank's super up service. the app is very slow and takes forever to load during transactions, which is incredibly frustrating. additionally, it doesn't generate receipts for any transactions, making it difficult to keep track of my expenses. i also reached out to customer support, but the response time was longer than expected. overall, i was hoping for a better experience, but i find the service lacking and in need of improvement.",2,2025-04-09,Dashen,0.9022,positive
slow cumbersome,3,2025-04-08,Dashen,0.0,neutral
is really,2,2025-04-08,Dashen,0.0,neutral
it's slow to send otp. it's not reliable. it crushed many times. it needs improvement in many ways,1,2025-04-07,Dashen,0.6522,positive
"this is the worst mobile banking experience i’ve ever had. it doesn’t work when you need it, and it randomly updates itself without warning. you can’t make transactions whenever you want. it’s a nightmare for anyone who relies on this as their main banking option, especially those with a lot of money in their account. i’m lucky i’m not one of them, but still, it’s infuriating not being able to access your money when you need it.""l",1,2025-04-07,Dashen,-0.679,negative
"i have experienced on using the app of banks in ethiopia, this dashen sup is like old version of the applications for using. i gave 3 star for it's very low speed while login and processing",3,2025-04-07,Dashen,0.0276,neutral
proud by dashen bank,5,2025-04-06,Dashen,0.4767,positive
best,5,2025-04-06,Dashen,0.6369,positive
this app is not working unless you turn off developer mode on your phone. so it takes your rights to just use it.,2,2025-04-04,Dashen,0.0,neutral
real super up,5,2025-04-04,Dashen,0.5994,positive
it's very disappointing fix it as soon as possible not expected from dashin bank fix it,1,2025-04-04,Dashen,-0.5413,negative
why dashen bank workers hidden my atm card ?it's a big problem to me,5,2025-04-04,Dashen,-0.4019,negative
tanku,5,2025-04-04,Dashen,0.0,neutral
perfect,5,2025-04-03,Dashen,0.5719,positive
goood,5,2025-04-02,Dashen,0.0,neutral
why does it ask me for both pin and opt even the opt is touch let alone both,2,2025-04-02,Dashen,-0.25,negative
it is best app easy to use,5,2025-04-01,Dashen,0.7964,positive
it is very easy to use and powerful application.,3,2025-04-01,Dashen,0.7178,positive
this apps have a good feature but but some features like developer mode turn off irritate user,3,2025-04-01,Dashen,0.128,positive
"this is not only a mobile banking app, it is beyond that. we will access our account easily, we are able to get many information easily here. i.e. exchage rate. we are able to chat with others, we are able to budget, we are able to transfer to other bank and within dashen. we are able to access many accounts in a single app, we are able to pay bills in qr scan, we are able to make payments and order delivery items here in a single app. #always one step ahead.",5,2025-03-31,Dashen,0.5267,positive
wallahi very fantastic bank,5,2025-03-31,Dashen,0.5984,positive
"waw, it's amazing app. thank you dashen bank.",5,2025-03-31,Dashen,0.743,positive
nice app,5,2025-03-29,Dashen,0.4215,positive
"i’ve been using the dashen bank super app for a while now, and it’s been a game-changer. the app is super fast and reliable—i’ve never had an issue with transactions being delayed. one of my favorite features is the chat banking, which makes it so easy to do things like check my balance or transfer money just by typing a quick message. the budgeting tool is also really useful. it helps me keep track of my spending and gives me a clear picture of where",5,2025-03-28,Dashen,0.9744,positive
very good app that like it too. b/c it is very fast and easy to use.,5,2025-03-26,Dashen,0.8341,positive
best experiences,5,2025-03-26,Dashen,0.6369,positive
too slow to use.,1,2025-03-26,Dashen,0.0,neutral
the worst app in the market only good ui,1,2025-03-22,Dashen,-0.296,negative
nic,5,2025-03-22,Dashen,0.0,neutral
thanks for all digital transaction,5,2025-03-21,Dashen,0.4404,positive
best,5,2025-03-20,Dashen,0.6369,positive
"this app is not supporting smart phones that have old android version and so it is none inclusive. at the same time the amole lite is not working properly and once you reached to maximum otp trail mistakes due to network or other errors like stacks , you will be tied up to make transactions. ohh... tired!!!!!",1,2025-03-20,Dashen,-0.8668,negative
it's be come busy &not working good,1,2025-03-20,Dashen,-0.3412,negative
i wanted to share some concerns about your supper app. it appears to be experiencing reliability issues and isn’t performing as expected. i hope this can be addressed soon to improve the user experience. one star  for now.,1,2025-03-19,Dashen,0.7906,positive
"best ever digital banking sector essay for understanding ,smart and convince for using",5,2025-03-19,Dashen,0.836,positive
good and latest,5,2025-03-18,Dashen,0.4404,positive
the best app of all,5,2025-03-17,Dashen,0.6369,positive
worst app ever,1,2025-03-15,Dashen,-0.6249,negative
"this app is the most unreliable mobile banking application i have ever used for transaction, it is very late, non-responsive and full of bugs. its is very disappointing. it is just inconvinient, and not user friendly and compatabke at all !!!!!!",1,2025-03-14,Dashen,-0.8068,negative
naiycapp,5,2025-03-14,Dashen,0.0,neutral
the app is good but it has no ussd option,4,2025-03-13,Dashen,-0.2144,negative
hey great,5,2025-03-12,Dashen,0.6249,positive
i have used many mobile banking and also tellebir and mpesa nothing come close to this app. well done dashen indeed one step a head. a lot of cool features that amole hasn't the receipt and the account statement is superb for me. i hope you add more integrated small apps to.,5,2025-03-12,Dashen,0.886,positive
the app is good but it ask update every week so tiring,2,2025-03-11,Dashen,0.2382,positive
it good and easy to use,5,2025-03-11,Dashen,0.7003,positive
"greately improved since it was released! i really like the budget and expense tegistration feature. for atm or pos withdrawals, it is not possible to account these expenses, even if it is visible on the transactions window. if that can be worked on, it will be improve so much!!",5,2025-03-10,Dashen,0.8648,positive
excellent,5,2025-03-10,Dashen,0.5719,positive
wow excellent app,5,2025-03-08,Dashen,0.8176,positive
nice app but i experience some issues with others banks transfer it keeps saying account is not exist most of the time.,4,2025-03-08,Dashen,0.2263,positive
add the option to send money to any telebirr account like amole does.,3,2025-03-08,Dashen,0.3612,positive
it's best,5,2025-03-08,Dashen,0.6369,positive
no one dashen yichlal,5,2025-03-07,Dashen,-0.296,negative
in short ! i'm so proud of this app developers for their highest professional of developing. thanks,5,2025-03-06,Dashen,0.8011,positive
the speed is too slow. need some improvements.,2,2025-03-06,Dashen,0.3182,positive
good app,5,2025-03-04,Dashen,0.4404,positive
fantastic app,5,2025-03-01,Dashen,0.5574,positive
i wish dark mode feature is add as an option but it's good app,5,2025-02-27,Dashen,0.6908,positive
"super up is the ultimate digital banking app, living up to its name with speed, efficiency, and innovation. designed for a seamless experience, it offers lightning-fast transactions, top-tier security, and effortless financial management. with super up, banking has never been this smooth, smart, and super!",5,2025-02-26,Dashen,0.969,positive
"the dashen super app is a game-changer in digital banking, offering a seamless and convenient experience. with its user-friendly interface, fast transactions, and a wide range of financial services, it simplifies banking for customers. features like bill payments, fund transfers, mobile top-ups, and loan applications make it an all-in-one solution. plus, its security measures ensure safe and reliable experiance effortless banking",5,2025-02-26,Dashen,0.9393,positive
"it has good feature. but, it is very slow! difficult to pay or receive. the speed should be improved, else i didn't recommend.",2,2025-02-24,Dashen,-0.2788,negative
excellent app,5,2025-02-24,Dashen,0.5719,positive
no good,1,2025-02-22,Dashen,-0.3412,negative
wow amazing app,5,2025-02-21,Dashen,0.8225,positive
best platform... please avoid otp,5,2025-02-21,Dashen,0.6486,positive
super smart app.,5,2025-02-18,Dashen,0.765,positive
best,5,2025-02-16,Dashen,0.6369,positive
i don't know what happens but the application is not send verification pass code you should fix that,1,2025-02-16,Dashen,0.0,neutral
this app doesn't work on my phone my phone is samsung galaxy s7 android version 9 all other financial apps work like telebirr cbe m_pesa...,1,2025-02-14,Dashen,0.3612,positive
"dashen super app is secure, very easy to use and has more services uniquely like budgeting, chat, ips...",5,2025-02-14,Dashen,0.9053,positive
amazing and user friendly supper app and looking forward the additional features,5,2025-02-14,Dashen,0.7906,positive
it's amazing app i have seen ever,5,2025-02-13,Dashen,0.5859,positive
one star deducted for not to able to transfer to telebirr.,4,2025-02-13,Dashen,0.0,neutral
keep up the good work and pleas add water and electric utility payment,5,2025-02-12,Dashen,0.4404,positive
the app missed some important features 1. it does't show recent transactions 2. transfer to telebirr limited to own telebirr 3. the statement does't show running balance,2,2025-02-11,Dashen,-0.3182,negative
"simple, fast and easy",4,2025-02-10,Dashen,0.4404,positive
baankii daashin baankii hudna galeessa galatoomaa isinii woliin jirra godina jimmaa magaalaa aggaaroo irraa muaz abamecha abamilki,5,2025-02-07,Dashen,0.0,neutral
it doesn't work,1,2025-02-07,Dashen,0.0,neutral
